id	name	full_time_course	time_18h	time_48h
ENSG00000110436	SLC1A2	All	All	All
ENSG00000110442	COMMD9	18 & 48 h	All	All
ENSG00000110446	SLC15A3	non-DE	non-DE	non-DE
ENSG00000110455	ACCS	48 h	non-DE	All
ENSG00000110492	MDK	Yers-Salm	Yers-Salm	non-DE
ENSG00000110497	AMBRA1	18 h	Virulent	non-DE
ENSG00000110514	MADD	18 h	All	non-DE
ENSG00000110536	PTPMT1	18 h	Virulent	non-DE
ENSG00000110583	NAA40	Yers-Salm	non-DE	Yers-Salm
ENSG00000110619	CARS	non-DE	non-DE	MTB
ENSG00000110628	SLC22A18	non-DE	non-DE	MTB
ENSG00000110651	CD81	non-DE	non-DE	non-DE
ENSG00000110660	SLC35F2	18 & 48 h	All	All
ENSG00000110665	C11orf21	non-DE	All	non-DE
ENSG00000110696	C11orf58	non-DE	non-DE	non-DE
ENSG00000110697	PITPNM1	18 h	Virulent	non-DE
ENSG00000110700	RPS13	18 & 48 h	All	All
ENSG00000110711	AIP	48 h	non-DE	All
ENSG00000110713	NUP98	18 & 48 h	All	All
ENSG00000110717	NDUFS8	18 h	Yers-Salm	non-DE
ENSG00000110719	TCIRG1	18 h	All	non-DE
ENSG00000110721	CHKA	48 h	Yers-Salm	All
ENSG00000110756	HPS5	18 & 48 h	All	All
ENSG00000110768	GTF2H1	non-DE	non-DE	non-DE
ENSG00000110799	VWF	18 & 48 h	All	All
ENSG00000110801	PSMD9	non-DE	non-DE	All
ENSG00000110841	PPFIBP1	non-DE	non-DE	non-DE
ENSG00000110844	PRPF40B	non-DE	non-DE	non-DE
ENSG00000110848	CD69	48 h	non-DE	MTB
ENSG00000110851	PRDM4	non-DE	Yers-Salm	non-DE
ENSG00000110852	CLEC2B	Yers-Salm	non-DE	non-DE
ENSG00000110871	COQ5	non-DE	non-DE	non-DE
ENSG00000110876	SELPLG	Yers-Salm	Yers-Salm	non-DE
ENSG00000110880	CORO1C	Yers-Salm	non-DE	non-DE
ENSG00000110881	ASIC1	18 & 48 h	All	All
ENSG00000110888	CAPRIN2	Yers-Salm	Yers-Salm	non-DE
ENSG00000110906	KCTD10	non-DE	non-DE	non-DE
ENSG00000110911	SLC11A2	18 & 48 h	Virulent	All
ENSG00000110917	MLEC	18 h	All	non-DE
ENSG00000110921	MVK	18 h	All	Yers-Salm
ENSG00000110925	CSRNP2	18 & 48 h	All	All
ENSG00000110931	CAMKK2	18 & 48 h	All	All
ENSG00000110934	BIN2	non-DE	non-DE	non-DE
ENSG00000110944	IL23A	All	All	All
ENSG00000110955	ATP5B	18 h	Yers-Salm	non-DE
ENSG00000110958	PTGES3	18 h	All	non-DE
ENSG00000110987	BCL7A	18 h	MTB	non-DE
ENSG00000111011	RSRC2	18 h	All	non-DE
ENSG00000111012	CYP27B1	All	All	All
ENSG00000111052	LIN7A	18 & 48 h	All	Yers-Salm
ENSG00000111057	KRT18	48 h	non-DE	All
ENSG00000111077	TENC1	non-DE	non-DE	non-DE
ENSG00000111110	PPM1H	Yers-Salm	non-DE	non-DE
ENSG00000111142	METAP2	non-DE	Yers-Salm	non-DE
ENSG00000111144	LTA4H	Yers-Salm	Yers-Salm	non-DE
ENSG00000111145	ELK3	non-DE	non-DE	non-DE
ENSG00000111181	SLC6A12	non-DE	non-DE	non-DE
ENSG00000111186	WNT5B	48 h	non-DE	All
ENSG00000111196	MAGOHB	18 h	Virulent	non-DE
ENSG00000111199	TRPV4	48 h	non-DE	All
ENSG00000111203	ITFG2	18 & 48 h	All	All
ENSG00000111206	FOXM1	18 h	All	Yers-Salm
ENSG00000111215	PRR4	non-DE	non-DE	non-DE
ENSG00000111224	PARP11	Yers-Salm	non-DE	non-DE
ENSG00000111229	ARPC3	non-DE	non-DE	non-DE
ENSG00000111231	GPN3	18 h	All	non-DE
ENSG00000111237	VPS29	Yers-Salm	non-DE	non-DE
ENSG00000111247	RAD51AP1	18 h	All	Yers-Salm
ENSG00000111252	SH2B3	non-DE	non-DE	non-DE
ENSG00000111254	AKAP3	18 h	Virulent	non-DE
ENSG00000111266	DUSP16	18 & 48 h	All	All
ENSG00000111269	CREBL2	18 h	All	non-DE
ENSG00000111271	ACAD10	48 h	non-DE	All
ENSG00000111275	ALDH2	non-DE	non-DE	non-DE
ENSG00000111276	CDKN1B	18 h	All	non-DE
ENSG00000111300	NAA25	18 h	Yers-Salm	non-DE
ENSG00000111305	GSG1	48 h	Yers-Salm	All
ENSG00000111321	LTBR	non-DE	non-DE	non-DE
ENSG00000111325	OGFOD2	non-DE	non-DE	non-DE
ENSG00000111328	CDK2AP1	18 h	All	non-DE
ENSG00000111331	OAS3	All	Yers-Salm	All
ENSG00000111335	OAS2	Yers-Salm	non-DE	MTB
ENSG00000111344	RASAL1	48 h	Yers-Salm	All
ENSG00000111348	ARHGDIB	18 h	Yers-Salm	non-DE
ENSG00000111358	GTF2H3	48 h	non-DE	MTB
ENSG00000111361	EIF2B1	18 & 48 h	All	All
ENSG00000111364	DDX55	18 h	Virulent	non-DE
ENSG00000111371	SLC38A1	non-DE	non-DE	non-DE
ENSG00000111412	C12orf49	18 & 48 h	All	All
ENSG00000111424	VDR	All	All	All
ENSG00000111445	RFC5	18 h	All	Yers-Salm
ENSG00000111450	STX2	48 h	non-DE	All
ENSG00000111452	GPR133	non-DE	non-DE	non-DE
ENSG00000111481	COPZ1	non-DE	Yers-Salm	non-DE
ENSG00000111490	TBC1D30	18 & 48 h	All	All
ENSG00000111530	CAND1	non-DE	non-DE	non-DE
ENSG00000111540	RAB5B	18 h	All	Yers-Salm
ENSG00000111554	MDM1	non-DE	Yers-Salm	non-DE
ENSG00000111581	NUP107	non-DE	non-DE	non-DE
ENSG00000111596	CNOT2	non-DE	Yers-Salm	non-DE
ENSG00000111602	TIMELESS	18 h	All	Yers-Salm
ENSG00000111605	CPSF6	non-DE	non-DE	non-DE
ENSG00000111615	KRR1	Yers-Salm	non-DE	non-DE
ENSG00000111639	MRPL51	Yers-Salm	Yers-Salm	Yers-Salm
ENSG00000111640	GAPDH	non-DE	non-DE	non-DE
ENSG00000111641	NOP2	18 h	Virulent	non-DE
ENSG00000111642	CHD4	Yers-Salm	non-DE	non-DE
ENSG00000111644	ACRBP	18 & 48 h	MTB	All
ENSG00000111647	UHRF1BP1L	18 & 48 h	All	All
ENSG00000111652	COPS7A	non-DE	Yers-Salm	non-DE
ENSG00000111653	ING4	48 h	Yers-Salm	All
ENSG00000111664	GNB3	non-DE	non-DE	non-DE
ENSG00000111665	CDCA3	18 & 48 h	All	All
ENSG00000111666	CHPT1	18 & 48 h	All	All
ENSG00000111667	USP5	18 h	All	non-DE
ENSG00000111669	TPI1	non-DE	non-DE	non-DE
ENSG00000111670	GNPTAB	non-DE	non-DE	non-DE
ENSG00000111671	SPSB2	Yers-Salm	non-DE	non-DE
ENSG00000111674	ENO2	18 & 48 h	All	All
ENSG00000111676	ATN1	18 & 48 h	All	All
ENSG00000111678	C12orf57	non-DE	non-DE	Yers-Salm
ENSG00000111679	PTPN6	Yers-Salm	non-DE	non-DE
ENSG00000111684	LPCAT3	non-DE	Yers-Salm	non-DE
ENSG00000111696	NT5DC3	18 h	All	Yers-Salm
ENSG00000111707	SUDS3	18 h	All	non-DE
ENSG00000111711	GOLT1B	Yers-Salm	non-DE	non-DE
ENSG00000111716	LDHB	18 & 48 h	All	Yers-Salm
ENSG00000111725	PRKAB1	non-DE	Yers-Salm	non-DE
ENSG00000111726	CMAS	48 h	MTB	MTB
ENSG00000111727	HCFC2	non-DE	non-DE	non-DE
ENSG00000111728	ST8SIA1	non-DE	non-DE	non-DE
ENSG00000111729	CLEC4A	All	All	All
ENSG00000111731	C2CD5	non-DE	non-DE	non-DE
ENSG00000111737	RAB35	18 & 48 h	All	All
ENSG00000111752	PHC1	18 h	All	non-DE
ENSG00000111775	COX6A1	non-DE	Yers-Salm	Yers-Salm
ENSG00000111785	RIC8B	18 h	Virulent	non-DE
ENSG00000111786	SRSF9	non-DE	non-DE	non-DE
ENSG00000111790	FGFR1OP2	non-DE	non-DE	non-DE
ENSG00000111801	BTN3A3	18 h	All	non-DE
ENSG00000111802	TDP2	non-DE	non-DE	non-DE
ENSG00000111817	DSE	All	All	Yers-Salm
ENSG00000111832	RWDD1	18 h	All	Yers-Salm
ENSG00000111843	TMEM14C	18 & 48 h	All	All
ENSG00000111845	PAK1IP1	18 h	Virulent	non-DE
ENSG00000111846	GCNT2	Yers-Salm	non-DE	non-DE
ENSG00000111850	SMIM8	18 h	Virulent	Yers-Salm
ENSG00000111859	NEDD9	18 h	All	Yers-Salm
ENSG00000111860	CEP85L	non-DE	non-DE	non-DE
ENSG00000111863	ADTRP	18 h	Virulent	non-DE
ENSG00000111875	ASF1A	non-DE	non-DE	non-DE
ENSG00000111877	MCM9	non-DE	non-DE	non-DE
ENSG00000111880	RNGTT	non-DE	non-DE	All
ENSG00000111885	MAN1A1	non-DE	non-DE	non-DE
ENSG00000111897	SERINC1	18 h	All	non-DE
ENSG00000111906	HDDC2	18 h	Virulent	non-DE
ENSG00000111911	HINT3	non-DE	non-DE	non-DE
ENSG00000111912	NCOA7	Yers-Salm	non-DE	non-DE
ENSG00000111913	FAM65B	All	All	All
ENSG00000111961	SASH1	Yers-Salm	non-DE	non-DE
ENSG00000111962	UST	18 & 48 h	MTB	MTB
ENSG00000112029	FBXO5	18 h	All	non-DE
ENSG00000112031	MTRF1L	non-DE	non-DE	non-DE
ENSG00000112033	PPARD	All	All	All
ENSG00000112039	FANCE	18 h	Virulent	non-DE
ENSG00000112062	MAPK14	18 & 48 h	All	All
ENSG00000112078	KCTD20	non-DE	Yers-Salm	non-DE
ENSG00000112079	STK38	Yers-Salm	non-DE	non-DE
ENSG00000112081	SRSF3	18 h	All	non-DE
ENSG00000112096	SOD2	All	All	All
ENSG00000112110	MRPL18	18 h	Virulent	non-DE
ENSG00000112118	MCM3	18 h	All	Yers-Salm
ENSG00000112130	RNF8	non-DE	non-DE	non-DE
ENSG00000112137	PHACTR1	non-DE	MTB	Yers-Salm
ENSG00000112139	MDGA1	Yers-Salm	All	non-DE
ENSG00000112144	ICK	non-DE	non-DE	non-DE
ENSG00000112146	FBXO9	18 & 48 h	All	Yers-Salm
ENSG00000112149	CD83	All	All	non-DE
ENSG00000112159	MDN1	18 h	All	non-DE
ENSG00000112167	SAYSD1	18 & 48 h	All	All
ENSG00000112195	TREML2	18 & 48 h	All	All
ENSG00000112200	ZNF451	non-DE	non-DE	non-DE
ENSG00000112208	BAG2	18 h	All	non-DE
ENSG00000112210	RAB23	non-DE	non-DE	non-DE
ENSG00000112234	FBXL4	18 & 48 h	All	Yers-Salm
ENSG00000112237	CCNC	Yers-Salm	non-DE	non-DE
ENSG00000112242	E2F3	18 & 48 h	All	All
ENSG00000112245	PTP4A1	48 h	non-DE	All
ENSG00000112249	ASCC3	non-DE	non-DE	non-DE
ENSG00000112282	MED23	non-DE	Yers-Salm	non-DE
ENSG00000112290	WASF1	18 h	All	non-DE
ENSG00000112294	ALDH5A1	18 h	All	Yers-Salm
ENSG00000112297	AIM1	48 h	Yers-Salm	All
ENSG00000112299	VNN1	All	All	non-DE
ENSG00000112303	VNN2	non-DE	non-DE	non-DE
ENSG00000112304	ACOT13	non-DE	Yers-Salm	Yers-Salm
ENSG00000112305	SMAP1	18 h	Virulent	non-DE
ENSG00000112306	RPS12	18 & 48 h	All	All
ENSG00000112308	C6orf62	Yers-Salm	non-DE	non-DE
ENSG00000112309	B3GAT2	non-DE	Yers-Salm	non-DE
ENSG00000112312	GMNN	18 h	All	Yers-Salm
ENSG00000112335	SNX3	non-DE	non-DE	non-DE
ENSG00000112339	HBS1L	non-DE	non-DE	non-DE
ENSG00000112343	TRIM38	All	All	Yers-Salm
ENSG00000112357	PEX7	non-DE	non-DE	non-DE
ENSG00000112365	ZBTB24	non-DE	non-DE	Yers-Salm
ENSG00000112367	FIG4	non-DE	non-DE	Yers-Salm
ENSG00000112378	PERP	All	All	All
ENSG00000112379	KIAA1244	non-DE	non-DE	non-DE
ENSG00000112394	SLC16A10	All	All	All
ENSG00000112406	HECA	18 h	All	Yers-Salm
ENSG00000112414	GPR126	48 h	non-DE	All
ENSG00000112419	PHACTR2	48 h	non-DE	MTB
ENSG00000112425	EPM2A	18 & 48 h	All	All
ENSG00000112473	SLC39A7	non-DE	Yers-Salm	non-DE
ENSG00000112511	PHF1	18 & 48 h	All	Yers-Salm
ENSG00000112514	CUTA	18 & 48 h	All	All
ENSG00000112531	QKI	non-DE	non-DE	non-DE
ENSG00000112561	TFEB	All	All	All
ENSG00000112576	CCND3	18 & 48 h	All	All
ENSG00000112578	BYSL	18 h	Virulent	non-DE
ENSG00000112584	FAM120B	18 h	Virulent	non-DE
ENSG00000112592	TBP	non-DE	non-DE	non-DE
ENSG00000112624	GLTSCR1L	18 h	Yers-Salm	Yers-Salm
ENSG00000112640	PPP2R5D	18 h	All	non-DE
ENSG00000112651	MRPL2	18 h	All	non-DE
ENSG00000112658	SRF	18 & 48 h	All	All
ENSG00000112659	CUL9	non-DE	Yers-Salm	non-DE
ENSG00000112667	DNPH1	18 & 48 h	All	Yers-Salm
ENSG00000112679	DUSP22	18 h	All	non-DE
ENSG00000112685	EXOC2	Yers-Salm	non-DE	non-DE
ENSG00000112695	COX7A2	non-DE	non-DE	Yers-Salm
ENSG00000112697	TMEM30A	non-DE	non-DE	non-DE
ENSG00000112699	GMDS	18 & 48 h	All	All
ENSG00000112701	SENP6	non-DE	non-DE	non-DE
ENSG00000112715	VEGFA	All	All	All
ENSG00000112739	PRPF4B	non-DE	non-DE	non-DE
ENSG00000112742	TTK	18 h	All	Yers-Salm
ENSG00000112759	SLC29A1	18 h	All	non-DE
ENSG00000112763	BTN2A1	18 & 48 h	All	All
ENSG00000112773	FAM46A	Yers-Salm	non-DE	non-DE
ENSG00000112782	CLIC5	All	All	All
ENSG00000112787	FBRSL1	non-DE	non-DE	non-DE
ENSG00000112799	LY86	18 & 48 h	All	All
ENSG00000112818	MEP1A	18 h	All	non-DE
ENSG00000112851	ERBB2IP	18 h	All	non-DE
ENSG00000112855	HARS2	non-DE	Yers-Salm	non-DE
ENSG00000112874	NUDT12	non-DE	non-DE	non-DE
ENSG00000112877	CEP72	18 h	All	non-DE
ENSG00000112893	MAN2A1	non-DE	non-DE	non-DE
ENSG00000112941	PAPD7	Yers-Salm	non-DE	non-DE
ENSG00000112972	HMGCS1	Yers-Salm	non-DE	non-DE
ENSG00000112977	DAP	18 & 48 h	All	All
ENSG00000112983	BRD8	48 h	Yers-Salm	non-DE
ENSG00000112984	KIF20A	18 h	All	Yers-Salm
ENSG00000112992	NNT	18 h	All	non-DE
ENSG00000112996	MRPS30	18 h	Virulent	non-DE
ENSG00000113013	HSPA9	non-DE	non-DE	non-DE
ENSG00000113048	MRPS27	18 h	All	Yers-Salm
ENSG00000113068	PFDN1	18 h	All	non-DE
ENSG00000113070	HBEGF	All	All	All
ENSG00000113108	APBB3	18 h	All	non-DE
ENSG00000113119	TMCO6	non-DE	Yers-Salm	non-DE
ENSG00000113140	SPARC	non-DE	non-DE	non-DE
ENSG00000113141	IK	non-DE	Virulent	non-DE
ENSG00000113161	HMGCR	non-DE	non-DE	non-DE
ENSG00000113163	COL4A3BP	non-DE	non-DE	non-DE
ENSG00000113194	FAF2	18 & 48 h	All	All
ENSG00000113231	PDE8B	non-DE	non-DE	non-DE
ENSG00000113240	CLK4	non-DE	Yers-Salm	non-DE
ENSG00000113269	RNF130	18 & 48 h	Yers-Salm	All
ENSG00000113272	THG1L	18 & 48 h	All	All
ENSG00000113273	ARSB	non-DE	Yers-Salm	Yers-Salm
ENSG00000113282	CLINT1	non-DE	non-DE	non-DE
ENSG00000113300	CNOT6	48 h	non-DE	All
ENSG00000113302	IL12B	All	All	All
ENSG00000113312	TTC1	non-DE	Yers-Salm	non-DE
ENSG00000113318	MSH3	non-DE	non-DE	non-DE
ENSG00000113328	CCNG1	18 & 48 h	All	All
ENSG00000113356	POLR3G	18 h	Virulent	non-DE
ENSG00000113360	DROSHA	Yers-Salm	non-DE	non-DE
ENSG00000113368	LMNB1	18 h	All	Yers-Salm
ENSG00000113369	ARRDC3	18 & 48 h	Virulent	All
ENSG00000113384	GOLPH3	non-DE	non-DE	non-DE
ENSG00000113387	SUB1	Yers-Salm	non-DE	non-DE
ENSG00000113391	FAM172A	non-DE	non-DE	non-DE
ENSG00000113407	TARS	All	All	All
ENSG00000113441	LNPEP	Yers-Salm	Yers-Salm	non-DE
ENSG00000113448	PDE4D	18 h	Virulent	Yers-Salm
ENSG00000113456	RAD1	Yers-Salm	non-DE	non-DE
ENSG00000113460	BRIX1	18 h	Virulent	non-DE
ENSG00000113494	PRLR	18 h	All	non-DE
ENSG00000113504	SLC12A7	18 & 48 h	All	All
ENSG00000113522	RAD50	non-DE	non-DE	non-DE
ENSG00000113532	ST8SIA4	Yers-Salm	non-DE	non-DE
ENSG00000113552	GNPDA1	All	All	All
ENSG00000113555	PCDH12	48 h	non-DE	All
ENSG00000113558	SKP1	non-DE	non-DE	non-DE
ENSG00000113569	NUP155	18 h	All	non-DE
ENSG00000113575	PPP2CA	48 h	non-DE	All
ENSG00000113580	NR3C1	18 & 48 h	All	All
ENSG00000113583	C5orf15	All	All	All
ENSG00000113593	PPWD1	18 h	Virulent	non-DE
ENSG00000113595	TRIM23	18 h	Virulent	non-DE
ENSG00000113597	TRAPPC13	non-DE	non-DE	non-DE
ENSG00000113615	SEC24A	18 & 48 h	Virulent	All
ENSG00000113621	TXNDC15	48 h	non-DE	All
ENSG00000113638	TTC33	18 h	All	non-DE
ENSG00000113643	RARS	non-DE	Yers-Salm	non-DE
ENSG00000113645	WWC1	non-DE	non-DE	non-DE
ENSG00000113648	H2AFY	18 & 48 h	Virulent	All
ENSG00000113649	TCERG1	non-DE	non-DE	non-DE
ENSG00000113657	DPYSL3	All	MTB	MTB
ENSG00000113658	SMAD5	non-DE	non-DE	non-DE
ENSG00000113712	CSNK1A1	48 h	non-DE	All
ENSG00000113719	ERGIC1	non-DE	Yers-Salm	Yers-Salm
ENSG00000113721	PDGFRB	18 & 48 h	All	All
ENSG00000113732	ATP6V0E1	non-DE	non-DE	non-DE
ENSG00000113734	BNIP1	18 h	All	non-DE
ENSG00000113742	CPEB4	18 & 48 h	All	All
ENSG00000113749	HRH2	48 h	Yers-Salm	All
ENSG00000113758	DBN1	18 & 48 h	All	All
ENSG00000113761	ZNF346	non-DE	non-DE	non-DE
ENSG00000113763	UNC5A	48 h	Yers-Salm	MTB
ENSG00000113790	EHHADH	18 & 48 h	All	All
ENSG00000113810	SMC4	non-DE	non-DE	Yers-Salm
ENSG00000113811	SELK	All	All	All
ENSG00000113812	ACTR8	18 & 48 h	All	Yers-Salm
ENSG00000113838	TBCCD1	non-DE	non-DE	non-DE
ENSG00000113845	TIMMDC1	non-DE	non-DE	non-DE
ENSG00000113851	CRBN	non-DE	non-DE	non-DE
ENSG00000113916	BCL6	18 & 48 h	All	All
ENSG00000113966	ARL6	18 h	Virulent	non-DE
ENSG00000113971	NPHP3	18 h	Virulent	non-DE
ENSG00000114013	CD86	18 h	All	Yers-Salm
ENSG00000114019	AMOTL2	Yers-Salm	non-DE	non-DE
ENSG00000114021	NIT2	18 h	All	non-DE
ENSG00000114023	FAM162A	non-DE	non-DE	non-DE
ENSG00000114026	OGG1	18 h	Virulent	non-DE
ENSG00000114030	KPNA1	48 h	non-DE	All
ENSG00000114054	PCCB	18 h	All	Yers-Salm
ENSG00000114062	UBE3A	18 h	Virulent	non-DE
ENSG00000114098	ARMC8	non-DE	non-DE	non-DE
ENSG00000114107	CEP70	non-DE	non-DE	non-DE
ENSG00000114115	RBP1	non-DE	non-DE	Yers-Salm
ENSG00000114120	SLC25A36	non-DE	non-DE	non-DE
ENSG00000114125	RNF7	Yers-Salm	non-DE	non-DE
ENSG00000114126	TFDP2	non-DE	Yers-Salm	non-DE
ENSG00000114127	XRN1	18 h	Virulent	non-DE
ENSG00000114166	KAT2B	Yers-Salm	non-DE	non-DE
ENSG00000114209	PDCD10	18 h	All	non-DE
ENSG00000114251	WNT5A	18 & 48 h	All	All
ENSG00000114268	PFKFB4	Yers-Salm	non-DE	non-DE
ENSG00000114270	COL7A1	48 h	non-DE	All
ENSG00000114302	PRKAR2A	Yers-Salm	Yers-Salm	non-DE
ENSG00000114315	HES1	All	All	All
ENSG00000114316	USP4	Yers-Salm	non-DE	non-DE
ENSG00000114331	ACAP2	18 h	All	non-DE
ENSG00000114346	ECT2	non-DE	non-DE	non-DE
ENSG00000114349	GNAT1	non-DE	non-DE	non-DE
ENSG00000114353	GNAI2	non-DE	non-DE	non-DE
ENSG00000114354	TFG	48 h	non-DE	All
ENSG00000114374	USP9Y	non-DE	non-DE	non-DE
ENSG00000114378	HYAL1	non-DE	non-DE	non-DE
ENSG00000114383	TUSC2	Yers-Salm	Yers-Salm	non-DE
ENSG00000114388	NPRL2	18 h	Virulent	non-DE
ENSG00000114391	RPL24	18 & 48 h	Virulent	All
ENSG00000114395	CYB561D2	18 h	Yers-Salm	non-DE
ENSG00000114405	C3orf14	non-DE	Yers-Salm	non-DE
ENSG00000114416	FXR1	18 h	Virulent	non-DE
ENSG00000114423	CBLB	non-DE	non-DE	non-DE
ENSG00000114439	BBX	48 h	Yers-Salm	All
ENSG00000114446	IFT57	48 h	Yers-Salm	All
ENSG00000114450	GNB4	Yers-Salm	non-DE	non-DE
ENSG00000114473	IQCG	18 h	All	non-DE
ENSG00000114480	GBE1	18 h	All	non-DE
ENSG00000114491	UMPS	18 h	All	non-DE
ENSG00000114503	NCBP2	Yers-Salm	non-DE	non-DE
ENSG00000114520	SNX4	non-DE	non-DE	non-DE
ENSG00000114529	C3orf52	18 h	All	non-DE
ENSG00000114541	FRMD4B	18 h	All	non-DE
ENSG00000114544	SLC41A3	48 h	non-DE	All
ENSG00000114554	PLXNA1	18 & 48 h	MTB	All
ENSG00000114573	ATP6V1A	48 h	non-DE	MTB
ENSG00000114626	ABTB1	18 h	Virulent	non-DE
ENSG00000114631	PODXL2	18 h	All	non-DE
ENSG00000114646	CSPG5	18 h	Virulent	non-DE
ENSG00000114648	KLHL18	Yers-Salm	non-DE	non-DE
ENSG00000114650	SCAP	18 h	All	non-DE
ENSG00000114670	NEK11	non-DE	non-DE	non-DE
ENSG00000114686	MRPL3	18 h	All	non-DE
ENSG00000114698	PLSCR4	Yers-Salm	Virulent	non-DE
ENSG00000114735	HEMK1	non-DE	non-DE	Yers-Salm
ENSG00000114737	CISH	All	All	MTB
ENSG00000114738	MAPKAPK3	Yers-Salm	Yers-Salm	non-DE
ENSG00000114739	ACVR2B	non-DE	non-DE	non-DE
ENSG00000114742	WDR48	18 h	Virulent	non-DE
ENSG00000114744	COMMD2	non-DE	non-DE	non-DE
ENSG00000114745	GORASP1	Yers-Salm	non-DE	non-DE
ENSG00000114767	RRP9	18 h	All	non-DE
ENSG00000114770	ABCC5	18 & 48 h	All	All
ENSG00000114779	ABHD14B	18 h	All	non-DE
ENSG00000114784	EIF1B	All	All	All
ENSG00000114796	KLHL24	18 h	Virulent	non-DE
ENSG00000114841	DNAH1	18 h	All	non-DE
ENSG00000114850	SSR3	18 h	All	Yers-Salm
ENSG00000114853	ZBTB47	18 h	All	non-DE
ENSG00000114857	NKTR	non-DE	non-DE	non-DE
ENSG00000114859	CLCN2	non-DE	non-DE	non-DE
ENSG00000114861	FOXP1	Yers-Salm	non-DE	MTB
ENSG00000114867	EIF4G1	non-DE	Yers-Salm	non-DE
ENSG00000114902	SPCS1	18 h	All	non-DE
ENSG00000114904	NEK4	18 h	All	non-DE
ENSG00000114933	INO80D	18 h	All	non-DE
ENSG00000114942	EEF1B2	18 & 48 h	All	Yers-Salm
ENSG00000114948	ADAM23	Yers-Salm	Yers-Salm	Yers-Salm
ENSG00000114956	DGUOK	non-DE	non-DE	non-DE
ENSG00000114978	MOB1A	18 & 48 h	All	All
ENSG00000114982	KANSL3	18 h	All	non-DE
ENSG00000114988	LMAN2L	non-DE	non-DE	non-DE
ENSG00000114993	RTKN	18 & 48 h	All	All
ENSG00000114999	TTL	non-DE	non-DE	non-DE
ENSG00000115008	IL1A	All	All	All
ENSG00000115009	CCL20	All	All	All
ENSG00000115020	PIKFYVE	non-DE	non-DE	non-DE
ENSG00000115042	FAHD2A	18 & 48 h	All	All
ENSG00000115053	NCL	18 h	All	Yers-Salm
ENSG00000115073	ACTR1B	18 h	Virulent	non-DE
ENSG00000115084	SLC35F5	48 h	Yers-Salm	All
ENSG00000115091	ACTR3	Yers-Salm	non-DE	non-DE
ENSG00000115107	STEAP3	48 h	non-DE	All
ENSG00000115109	EPB41L5	Yers-Salm	non-DE	non-DE
ENSG00000115112	TFCP2L1	non-DE	non-DE	non-DE
ENSG00000115128	SF3B14	non-DE	non-DE	non-DE
ENSG00000115129	TP53I3	48 h	non-DE	All
ENSG00000115137	DNAJC27	non-DE	Yers-Salm	non-DE
ENSG00000115138	POMC	non-DE	non-DE	non-DE
ENSG00000115145	STAM2	18 h	All	non-DE
ENSG00000115155	OTOF	48 h	Yers-Salm	All
ENSG00000115159	GPD2	18 & 48 h	All	All
ENSG00000115163	CENPA	18 h	All	Yers-Salm
ENSG00000115165	CYTIP	18 & 48 h	All	All
ENSG00000115170	ACVR1	18 h	Yers-Salm	Yers-Salm
ENSG00000115183	TANC1	Yers-Salm	non-DE	non-DE
ENSG00000115194	SLC30A3	non-DE	non-DE	Yers-Salm
ENSG00000115204	MPV17	non-DE	non-DE	non-DE
ENSG00000115207	GTF3C2	18 h	Virulent	non-DE
ENSG00000115211	EIF2B4	18 h	All	non-DE
ENSG00000115216	NRBP1	18 h	All	non-DE
ENSG00000115226	FNDC4	Yers-Salm	non-DE	non-DE
ENSG00000115232	ITGA4	18 & 48 h	All	All
ENSG00000115233	PSMD14	non-DE	non-DE	non-DE
ENSG00000115234	SNX17	18 h	All	non-DE
ENSG00000115239	GPR75-ASB3	18 h	All	non-DE
ENSG00000115241	PPM1G	18 h	All	non-DE
ENSG00000115255	REEP6	18 h	All	non-DE
ENSG00000115257	PCSK4	48 h	non-DE	All
ENSG00000115266	APC2	non-DE	Yers-Salm	non-DE
ENSG00000115268	RPS15	18 & 48 h	All	All
ENSG00000115271	GCA	All	All	All
ENSG00000115274	INO80B	Yers-Salm	non-DE	non-DE
ENSG00000115275	MOGS	Yers-Salm	non-DE	non-DE
ENSG00000115282	TTC31	non-DE	Yers-Salm	non-DE
ENSG00000115286	NDUFS7	18 & 48 h	All	All
ENSG00000115289	PCGF1	non-DE	non-DE	non-DE
ENSG00000115295	CLIP4	Yers-Salm	non-DE	non-DE
ENSG00000115306	SPTBN1	18 & 48 h	All	Yers-Salm
ENSG00000115307	AUP1	18 h	Virulent	non-DE
ENSG00000115310	RTN4	non-DE	non-DE	non-DE
ENSG00000115317	HTRA2	Yers-Salm	Yers-Salm	non-DE
ENSG00000115318	LOXL3	48 h	non-DE	Yers-Salm
ENSG00000115325	DOK1	Yers-Salm	non-DE	All
ENSG00000115339	GALNT3	Yers-Salm	non-DE	non-DE
ENSG00000115350	POLE4	18 h	Virulent	Yers-Salm
ENSG00000115355	CCDC88A	Yers-Salm	non-DE	non-DE
ENSG00000115364	MRPL19	Yers-Salm	non-DE	non-DE
ENSG00000115365	LANCL1	18 h	All	non-DE
ENSG00000115368	WDR75	18 h	Virulent	non-DE
ENSG00000115392	FANCL	non-DE	non-DE	non-DE
ENSG00000115414	FN1	18 h	All	Yers-Salm
ENSG00000115415	STAT1	48 h	non-DE	All
ENSG00000115419	GLS	Yers-Salm	non-DE	non-DE
ENSG00000115421	PAPOLG	18 h	All	non-DE
